sheet,row,column,header,raw_value,display_value
prop,12,Y,Proto_ToughReduce,10000,10000
prop,12,Z,Proto_ElementPropertyType,2,2
prop,12,AA,Proto_WeakTime,100,100
prop,12,AB,Proto_ToughRecoverDelayTime,0,0
prop,12,AC,Proto_ParalysisTimeMax,0,0
prop,12,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,12,AE,Proto_WeaknessTotalBonus,0,0
prop,12,AF,Entity_HardnessMode,1,1
prop,12,AG,Entity_RageMode,2,2
prop,12,AH,Entity_WorldLevelBonusId,201001,201001
prop,12,AI,Entity_BonusLevel,8,8
prop,12,AJ,Entity_InstType,2,2
prop,12,AK,Entity_InstLevel,100,100
prop,12,AL,NewTower_DamageRate,0,0
prop,13,A,Proto_Id,安可,安可
prop,13,B,Proto_Type,角色,角色
prop,13,C,Proto_Cost,0,0
prop,13,D,Entity_PropertyID,1203,1203
prop,13,E,Entity_PropExtraRateId,0,0
prop,13,F,Proto_Curve,0,0
prop,13,G,Proto_Lv,0,0
prop,13,H,Proto_LifeMax,841,841
prop,13,I,Proto_Atk,34,34
prop,13,J,Proto_Def,102,102
prop,13,K,Proto_DamageResistancePhys,0,0
prop,13,L,Proto_DamageResistanceElement1,0,0
prop,13,M,Proto_DamageResistanceElement2,0,0
prop,13,N,Proto_DamageResistanceElement3,0,0
prop,13,O,Proto_DamageResistanceElement4,0,0
prop,13,P,Proto_DamageResistanceElement5,0,0
prop,13,Q,Proto_DamageResistanceElement6,0,0
prop,13,R,Proto_HardnessMax,0,0
prop,13,S,Proto_HardnessRecover,0,0
prop,13,T,Proto_RageMax,0,0
prop,13,U,Proto_RageRecover,0,0
prop,13,V,Proto_RageReduce,0,0
prop,13,W,Proto_ToughMax,10000,10000
prop,13,X,Proto_ToughRecover,1000,1000
prop,13,Y,Proto_ToughReduce,10000,10000
prop,13,Z,Proto_ElementPropertyType,2,2
prop,13,AA,Proto_WeakTime,100,100
prop,13,AB,Proto_ToughRecoverDelayTime,0,0
prop,13,AC,Proto_ParalysisTimeMax,0,0
prop,13,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,13,AE,Proto_WeaknessTotalBonus,0,0
prop,13,AF,Entity_HardnessMode,1,1
prop,13,AG,Entity_RageMode,2,2
prop,13,AH,Entity_WorldLevelBonusId,201001,201001
prop,13,AI,Entity_BonusLevel,8,8
prop,13,AJ,Entity_InstType,2,2
prop,13,AK,Entity_InstLevel,100,100
prop,13,AL,NewTower_DamageRate,0,0
prop,14,A,Proto_Id,莫特斐,莫特斐
prop,14,B,Proto_Type,角色,角色
prop,14,C,Proto_Cost,0,0
prop,14,D,Entity_PropertyID,1204,1204
prop,14,E,Entity_PropExtraRateId,0,0
prop,14,F,Proto_Curve,0,0
prop,14,G,Proto_Lv,0,0
prop,14,H,Proto_LifeMax,802,802
prop,14,I,Proto_Atk,20,20
prop,14,J,Proto_Def,93,93
prop,14,K,Proto_DamageResistancePhys,0,0
prop,14,L,Proto_DamageResistanceElement1,0,0
prop,14,M,Proto_DamageResistanceElement2,0,0
prop,14,N,Proto_DamageResistanceElement3,0,0
prop,14,O,Proto_DamageResistanceElement4,0,0
prop,14,P,Proto_DamageResistanceElement5,0,0
prop,14,Q,Proto_DamageResistanceElement6,0,0
prop,14,R,Proto_HardnessMax,0,0
prop,14,S,Proto_HardnessRecover,0,0
prop,14,T,Proto_RageMax,0,0
prop,14,U,Proto_RageRecover,0,0
prop,14,V,Proto_RageReduce,0,0
prop,14,W,Proto_ToughMax,10000,10000
prop,14,X,Proto_ToughRecover,1000,1000
prop,14,Y,Proto_ToughReduce,10000,10000
prop,14,Z,Proto_ElementPropertyType,2,2
prop,14,AA,Proto_WeakTime,100,100
prop,14,AB,Proto_ToughRecoverDelayTime,0,0
prop,14,AC,Proto_ParalysisTimeMax,0,0
prop,14,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,14,AE,Proto_WeaknessTotalBonus,0,0
prop,14,AF,Entity_HardnessMode,1,1
prop,14,AG,Entity_RageMode,2,2
prop,14,AH,Entity_WorldLevelBonusId,201001,201001
prop,14,AI,Entity_BonusLevel,8,8
prop,14,AJ,Entity_InstType,2,2
prop,14,AK,Entity_InstLevel,100,100
prop,14,AL,NewTower_DamageRate,0,0
prop,15,A,Proto_Id,长离,长离
prop,15,B,Proto_Type,角色,角色
prop,15,C,Proto_Cost,0,0
prop,15,D,Entity_PropertyID,1205,1205
prop,15,E,Entity_PropExtraRateId,0,0
prop,15,F,Proto_Curve,0,0
prop,15,G,Proto_Lv,0,0
prop,15,H,Proto_LifeMax,831,831
prop,15,I,Proto_Atk,37,37
prop,15,J,Proto_Def,90,90
prop,15,K,Proto_DamageResistancePhys,0,0
prop,15,L,Proto_DamageResistanceElement1,0,0
prop,15,M,Proto_DamageResistanceElement2,0,0
prop,15,N,Proto_DamageResistanceElement3,0,0
prop,15,O,Proto_DamageResistanceElement4,0,0
prop,15,P,Proto_DamageResistanceElement5,0,0
prop,15,Q,Proto_DamageResistanceElement6,0,0
prop,15,R,Proto_HardnessMax,0,0
prop,15,S,Proto_HardnessRecover,0,0
prop,15,T,Proto_RageMax,0,0
prop,15,U,Proto_RageRecover,0,0
prop,15,V,Proto_RageReduce,0,0
prop,15,W,Proto_ToughMax,10000,10000
prop,15,X,Proto_ToughRecover,1000,1000
prop,15,Y,Proto_ToughReduce,10000,10000
prop,15,Z,Proto_ElementPropertyType,2,2
prop,15,AA,Proto_WeakTime,100,100
prop,15,AB,Proto_ToughRecoverDelayTime,0,0
prop,15,AC,Proto_ParalysisTimeMax,0,0
prop,15,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,15,AE,Proto_WeaknessTotalBonus,0,0
prop,15,AF,Entity_HardnessMode,1,1
prop,15,AG,Entity_RageMode,2,2
prop,15,AH,Entity_WorldLevelBonusId,201001,201001
prop,15,AI,Entity_BonusLevel,8,8
prop,15,AJ,Entity_InstType,2,2
prop,15,AK,Entity_InstLevel,100,100
prop,15,AL,NewTower_DamageRate,0,0
prop,16,A,Proto_Id,布兰特,布兰特
prop,16,B,Proto_Type,角色,角色
prop,16,C,Proto_Cost,0,0
prop,16,D,Entity_PropertyID,1206,1206
prop,16,E,Entity_PropExtraRateId,0,0
prop,16,F,Proto_Curve,0,0
prop,16,G,Proto_Lv,0,0
prop,16,H,Proto_LifeMax,934,934
prop,16,I,Proto_Atk,30,30
prop,16,J,Proto_Def,107,107
prop,16,K,Proto_DamageResistancePhys,0,0
prop,16,L,Proto_DamageResistanceElement1,0,0
prop,16,M,Proto_DamageResistanceElement2,0,0
prop,16,N,Proto_DamageResistanceElement3,0,0
prop,16,O,Proto_DamageResistanceElement4,0,0
prop,16,P,Proto_DamageResistanceElement5,0,0
prop,16,Q,Proto_DamageResistanceElement6,0,0
prop,16,R,Proto_HardnessMax,0,0
prop,16,S,Proto_HardnessRecover,0,0
prop,16,T,Proto_RageMax,0,0
prop,16,U,Proto_RageRecover,0,0
prop,16,V,Proto_RageReduce,0,0
prop,16,W,Proto_ToughMax,10000,10000
prop,16,X,Proto_ToughRecover,1000,1000
prop,16,Y,Proto_ToughReduce,10000,10000
prop,16,Z,Proto_ElementPropertyType,2,2
prop,16,AA,Proto_WeakTime,100,100
prop,16,AB,Proto_ToughRecoverDelayTime,0,0
prop,16,AC,Proto_ParalysisTimeMax,0,0
prop,16,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,16,AE,Proto_WeaknessTotalBonus,0,0
prop,16,AF,Entity_HardnessMode,1,1
prop,16,AG,Entity_RageMode,2,2
prop,16,AH,Entity_WorldLevelBonusId,201001,201001
prop,16,AI,Entity_BonusLevel,8,8
prop,16,AJ,Entity_InstType,2,2
prop,16,AK,Entity_InstLevel,100,100
prop,16,AL,NewTower_DamageRate,0,0
prop,17,A,Proto_Id,露帕,露帕
prop,17,B,Proto_Type,角色,角色
prop,17,C,Proto_Cost,0,0
prop,17,D,Entity_PropertyID,1207,1207
prop,17,E,Entity_PropExtraRateId,0,0
prop,17,F,Proto_Curve,0,0
prop,17,G,Proto_Lv,0,0
prop,17,H,Proto_LifeMax,953,953
prop,17,I,Proto_Atk,31,31
prop,17,J,Proto_Def,97,97
prop,17,K,Proto_DamageResistancePhys,0,0
prop,17,L,Proto_DamageResistanceElement1,0,0
prop,17,M,Proto_DamageResistanceElement2,0,0
prop,17,N,Proto_DamageResistanceElement3,0,0
prop,17,O,Proto_DamageResistanceElement4,0,0
prop,17,P,Proto_DamageResistanceElement5,0,0
prop,17,Q,Proto_DamageResistanceElement6,0,0
prop,17,R,Proto_HardnessMax,0,0
prop,17,S,Proto_HardnessRecover,0,0
prop,17,T,Proto_RageMax,0,0
prop,17,U,Proto_RageRecover,0,0
prop,17,V,Proto_RageReduce,0,0
prop,17,W,Proto_ToughMax,10000,10000
prop,17,X,Proto_ToughRecover,1000,1000
prop,17,Y,Proto_ToughReduce,10000,10000
prop,17,Z,Proto_ElementPropertyType,2,2
prop,17,AA,Proto_WeakTime,100,100
prop,17,AB,Proto_ToughRecoverDelayTime,0,0
prop,17,AC,Proto_ParalysisTimeMax,0,0
prop,17,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,17,AE,Proto_WeaknessTotalBonus,0,0
prop,17,AF,Entity_HardnessMode,1,1
prop,17,AG,Entity_RageMode,2,2
prop,17,AH,Entity_WorldLevelBonusId,201001,201001
prop,17,AI,Entity_BonusLevel,8,8
prop,17,AJ,Entity_InstType,2,2
prop,17,AK,Entity_InstLevel,100,100
prop,17,AL,NewTower_DamageRate,0,0
prop,18,A,Proto_Id,嘉贝莉娜,嘉贝莉娜
prop,18,B,Proto_Type,角色,角色
prop,18,C,Proto_Cost,0,0
prop,18,D,Entity_PropertyID,1208,1208
prop,18,E,Entity_PropExtraRateId,0,0
prop,18,F,Proto_Curve,0,0
prop,18,G,Proto_Lv,0,0
prop,18,H,Proto_LifeMax,824,824
prop,18,I,Proto_Atk,37,37
prop,18,J,Proto_Def,91,91
prop,18,K,Proto_DamageResistancePhys,0,0
prop,18,L,Proto_DamageResistanceElement1,0,0
prop,18,M,Proto_DamageResistanceElement2,0,0
prop,18,N,Proto_DamageResistanceElement3,0,0
prop,18,O,Proto_DamageResistanceElement4,0,0
prop,18,P,Proto_DamageResistanceElement5,0,0
prop,18,Q,Proto_DamageResistanceElement6,0,0
prop,18,R,Proto_HardnessMax,0,0
prop,18,S,Proto_HardnessRecover,0,0
prop,18,T,Proto_RageMax,0,0
prop,18,U,Proto_RageRecover,0,0
prop,18,V,Proto_RageReduce,0,0
prop,18,W,Proto_ToughMax,10000,10000
prop,18,X,Proto_ToughRecover,1000,1000
prop,18,Y,Proto_ToughReduce,10000,10000
prop,18,Z,Proto_ElementPropertyType,2,2
prop,18,AA,Proto_WeakTime,100,100
prop,18,AB,Proto_ToughRecoverDelayTime,0,0
prop,18,AC,Proto_ParalysisTimeMax,0,0
prop,18,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,18,AE,Proto_WeaknessTotalBonus,0,0
prop,18,AF,Entity_HardnessMode,1,1
prop,18,AG,Entity_RageMode,2,2
prop,18,AH,Entity_WorldLevelBonusId,201001,201001
prop,18,AI,Entity_BonusLevel,8,8
prop,18,AJ,Entity_InstType,2,2
prop,18,AK,Entity_InstLevel,100,100
prop,18,AL,NewTower_DamageRate,0,0
prop,19,A,Proto_Id,莫宁,莫宁
prop,19,B,Proto_Type,角色,角色
prop,19,C,Proto_Cost,0,0
prop,19,D,Entity_PropertyID,1209,1209
prop,19,E,Entity_PropExtraRateId,0,0
prop,19,F,Proto_Curve,0,0
prop,19,G,Proto_Lv,0,0
prop,19,H,Proto_LifeMax,1230,1230
prop,19,I,Proto_Atk,23,23
prop,19,J,Proto_Def,111,111
prop,19,K,Proto_DamageResistancePhys,0,0
prop,19,L,Proto_DamageResistanceElement1,0,0
prop,19,M,Proto_DamageResistanceElement2,0,0
prop,19,N,Proto_DamageResistanceElement3,0,0
prop,19,O,Proto_DamageResistanceElement4,0,0
prop,19,P,Proto_DamageResistanceElement5,0,0
prop,19,Q,Proto_DamageResistanceElement6,0,0
prop,19,R,Proto_HardnessMax,0,0
prop,19,S,Proto_HardnessRecover,0,0
prop,19,T,Proto_RageMax,0,0
prop,19,U,Proto_RageRecover,0,0
prop,19,V,Proto_RageReduce,0,0
prop,19,W,Proto_ToughMax,10000,10000
prop,19,X,Proto_ToughRecover,1000,1000
prop,19,Y,Proto_ToughReduce,10000,10000
prop,19,Z,Proto_ElementPropertyType,2,2
prop,19,AA,Proto_WeakTime,100,100
prop,19,AB,Proto_ToughRecoverDelayTime,0,0
prop,19,AC,Proto_ParalysisTimeMax,0,0
prop,19,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,19,AE,Proto_WeaknessTotalBonus,0,0
prop,19,AF,Entity_HardnessMode,1,1
prop,19,AG,Entity_RageMode,2,2
prop,19,AH,Entity_WorldLevelBonusId,201001,201001
prop,19,AI,Entity_BonusLevel,8,8
prop,19,AJ,Entity_InstType,2,2
prop,19,AK,Entity_InstLevel,100,100
prop,19,AL,NewTower_DamageRate,0,0
prop,20,A,Proto_Id,爱弥斯,爱弥斯
prop,20,B,Proto_Type,角色,角色
prop,20,C,Proto_Cost,0,0
prop,20,D,Entity_PropertyID,1210,1210
prop,20,E,Entity_PropExtraRateId,0,0
prop,20,F,Proto_Curve,0,0
prop,20,G,Proto_Lv,0,0
prop,20,H,Proto_LifeMax,882,882
prop,20,I,Proto_Atk,34,34
prop,20,J,Proto_Def,94,94
prop,20,K,Proto_DamageResistancePhys,0,0
prop,20,L,Proto_DamageResistanceElement1,0,0
prop,20,M,Proto_DamageResistanceElement2,0,0
prop,20,N,Proto_DamageResistanceElement3,0,0
prop,20,O,Proto_DamageResistanceElement4,0,0
prop,20,P,Proto_DamageResistanceElement5,0,0
prop,20,Q,Proto_DamageResistanceElement6,0,0
prop,20,R,Proto_HardnessMax,0,0
prop,20,S,Proto_HardnessRecover,0,0
prop,20,T,Proto_RageMax,0,0
prop,20,U,Proto_RageRecover,0,0
prop,20,V,Proto_RageReduce,0,0
prop,20,W,Proto_ToughMax,10000,10000
prop,20,X,Proto_ToughRecover,1000,1000
prop,20,Y,Proto_ToughReduce,10000,10000
prop,20,Z,Proto_ElementPropertyType,2,2
prop,20,AA,Proto_WeakTime,100,100
prop,20,AB,Proto_ToughRecoverDelayTime,0,0
prop,20,AC,Proto_ParalysisTimeMax,0,0
prop,20,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,20,AE,Proto_WeaknessTotalBonus,0,0
prop,20,AF,Entity_HardnessMode,1,1
prop,20,AG,Entity_RageMode,2,2
prop,20,AH,Entity_WorldLevelBonusId,201001,201001
prop,20,AI,Entity_BonusLevel,8,8
prop,20,AJ,Entity_InstType,2,2
prop,20,AK,Entity_InstLevel,100,100
prop,20,AL,NewTower_DamageRate,0,0
prop,21,A,Proto_Id,达妮娅,达妮娅
prop,21,B,Proto_Type,角色,角色
prop,21,C,Proto_Cost,0,0
prop,21,D,Entity_PropertyID,1211,1211
prop,21,E,Entity_PropExtraRateId,0,0
prop,21,F,Proto_Curve,0,0
prop,21,G,Proto_Lv,0,0
prop,21,H,Proto_LifeMax,882,882
prop,21,I,Proto_Atk,34,34
prop,21,J,Proto_Def,94,94
prop,21,K,Proto_DamageResistancePhys,0,0
prop,21,L,Proto_DamageResistanceElement1,0,0
prop,21,M,Proto_DamageResistanceElement2,0,0
prop,21,N,Proto_DamageResistanceElement3,0,0
prop,21,O,Proto_DamageResistanceElement4,0,0
prop,21,P,Proto_DamageResistanceElement5,0,0
prop,21,Q,Proto_DamageResistanceElement6,0,0
prop,21,R,Proto_HardnessMax,0,0
prop,21,S,Proto_HardnessRecover,0,0
prop,21,T,Proto_RageMax,0,0
prop,21,U,Proto_RageRecover,0,0
prop,21,V,Proto_RageReduce,0,0
prop,21,W,Proto_ToughMax,10000,10000
prop,21,X,Proto_ToughRecover,1000,1000
prop,21,Y,Proto_ToughReduce,10000,10000
prop,21,Z,Proto_ElementPropertyType,2,2
prop,21,AA,Proto_WeakTime,100,100
prop,21,AB,Proto_ToughRecoverDelayTime,0,0
prop,21,AC,Proto_ParalysisTimeMax,0,0
prop,21,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,21,AE,Proto_WeaknessTotalBonus,0,0
prop,21,AF,Entity_HardnessMode,1,1
prop,21,AG,Entity_RageMode,2,2
prop,21,AH,Entity_WorldLevelBonusId,201001,201001
prop,21,AI,Entity_BonusLevel,8,8
prop,21,AJ,Entity_InstType,2,2
prop,21,AK,Entity_InstLevel,100,100
prop,21,AL,NewTower_DamageRate,0,0
prop,22,A,Proto_Id,卡卡罗,卡卡罗
prop,22,B,Proto_Type,角色,角色
prop,22,C,Proto_Cost,0,0
prop,22,D,Entity_PropertyID,1301,1301
prop,22,E,Entity_PropExtraRateId,0,0
prop,22,F,Proto_Curve,0,0
prop,22,G,Proto_Lv,0,0
prop,22,H,Proto_LifeMax,840,840
prop,22,I,Proto_Atk,35,35
prop,22,J,Proto_Def,97,97
prop,22,K,Proto_DamageResistancePhys,0,0
prop,22,L,Proto_DamageResistanceElement1,0,0
prop,22,M,Proto_DamageResistanceElement2,0,0
prop,22,N,Proto_DamageResistanceElement3,0,0
prop,22,O,Proto_DamageResistanceElement4,0,0
prop,22,P,Proto_DamageResistanceElement5,0,0
prop,22,Q,Proto_DamageResistanceElement6,0,0
prop,22,R,Proto_HardnessMax,0,0
prop,22,S,Proto_HardnessRecover,0,0
prop,22,T,Proto_RageMax,0,0
prop,22,U,Proto_RageRecover,0,0
prop,22,V,Proto_RageReduce,0,0
prop,22,W,Proto_ToughMax,10000,10000
prop,22,X,Proto_ToughRecover,1000,1000
prop,22,Y,Proto_ToughReduce,10000,10000
prop,22,Z,Proto_ElementPropertyType,3,3
prop,22,AA,Proto_WeakTime,100,100
prop,22,AB,Proto_ToughRecoverDelayTime,0,0
prop,22,AC,Proto_ParalysisTimeMax,0,0
prop,22,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,22,AE,Proto_WeaknessTotalBonus,0,0
prop,22,AF,Entity_HardnessMode,1,1
prop,22,AG,Entity_RageMode,2,2
prop,22,AH,Entity_WorldLevelBonusId,201001,201001
prop,22,AI,Entity_BonusLevel,8,8
prop,22,AJ,Entity_InstType,2,2
prop,22,AK,Entity_InstLevel,100,100
prop,22,AL,NewTower_DamageRate,0,0
prop,23,A,Proto_Id,吟霖,吟霖
prop,23,B,Proto_Type,角色,角色
prop,23,C,Proto_Cost,0,0
prop,23,D,Entity_PropertyID,1302,1302
prop,23,E,Entity_PropExtraRateId,0,0
prop,23,F,Proto_Curve,0,0
prop,23,G,Proto_Lv,0,0
prop,23,H,Proto_LifeMax,880,880
prop,23,I,Proto_Atk,32,32
prop,23,J,Proto_Def,105,105
prop,23,K,Proto_DamageResistancePhys,0,0
prop,23,L,Proto_DamageResistanceElement1,0,0
prop,23,M,Proto_DamageResistanceElement2,0,0
prop,23,N,Proto_DamageResistanceElement3,0,0
prop,23,O,Proto_DamageResistanceElement4,0,0
prop,23,P,Proto_DamageResistanceElement5,0,0
prop,23,Q,Proto_DamageResistanceElement6,0,0
prop,23,R,Proto_HardnessMax,0,0
prop,23,S,Proto_HardnessRecover,0,0
prop,23,T,Proto_RageMax,0,0
prop,23,U,Proto_RageRecover,0,0
prop,23,V,Proto_RageReduce,0,0
prop,23,W,Proto_ToughMax,10000,10000
prop,23,X,Proto_ToughRecover,1000,1000
prop,23,Y,Proto_ToughReduce,10000,10000
prop,23,Z,Proto_ElementPropertyType,3,3
prop,23,AA,Proto_WeakTime,100,100
prop,23,AB,Proto_ToughRecoverDelayTime,0,0
prop,23,AC,Proto_ParalysisTimeMax,0,0
prop,23,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,23,AE,Proto_WeaknessTotalBonus,0,0
prop,23,AF,Entity_HardnessMode,1,1
prop,23,AG,Entity_RageMode,2,2
prop,23,AH,Entity_WorldLevelBonusId,201001,201001
prop,23,AI,Entity_BonusLevel,8,8
prop,23,AJ,Entity_InstType,2,2
prop,23,AK,Entity_InstLevel,100,100
prop,23,AL,NewTower_DamageRate,0,0
prop,24,A,Proto_Id,渊武,渊武
prop,24,B,Proto_Type,角色,角色
prop,24,C,Proto_Cost,0,0
prop,24,D,Entity_PropertyID,1303,1303
prop,24,E,Entity_PropExtraRateId,0,0
prop,24,F,Proto_Curve,0,0
prop,24,G,Proto_Lv,0,0
prop,24,H,Proto_LifeMax,682,682
prop,24,I,Proto_Atk,18,18
prop,24,J,Proto_Def,134,134
prop,24,K,Proto_DamageResistancePhys,0,0
prop,24,L,Proto_DamageResistanceElement1,0,0
prop,24,M,Proto_DamageResistanceElement2,0,0
prop,24,N,Proto_DamageResistanceElement3,0,0
prop,24,O,Proto_DamageResistanceElement4,0,0
prop,24,P,Proto_DamageResistanceElement5,0,0
prop,24,Q,Proto_DamageResistanceElement6,0,0
prop,24,R,Proto_HardnessMax,0,0
prop,24,S,Proto_HardnessRecover,0,0
prop,24,T,Proto_RageMax,0,0
prop,24,U,Proto_RageRecover,0,0
prop,24,V,Proto_RageReduce,0,0
prop,24,W,Proto_ToughMax,10000,10000
prop,24,X,Proto_ToughRecover,1000,1000
prop,24,Y,Proto_ToughReduce,10000,10000
prop,24,Z,Proto_ElementPropertyType,3,3
prop,24,AA,Proto_WeakTime,100,100
prop,24,AB,Proto_ToughRecoverDelayTime,0,0
prop,24,AC,Proto_ParalysisTimeMax,0,0
prop,24,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,24,AE,Proto_WeaknessTotalBonus,0,0
prop,24,AF,Entity_HardnessMode,1,1
prop,24,AG,Entity_RageMode,2,2
prop,24,AH,Entity_WorldLevelBonusId,201001,201001
prop,24,AI,Entity_BonusLevel,8,8
prop,24,AJ,Entity_InstType,2,2
prop,24,AK,Entity_InstLevel,100,100
prop,24,AL,NewTower_DamageRate,0,0
prop,25,A,Proto_Id,今汐,今汐
prop,25,B,Proto_Type,角色,角色
prop,25,C,Proto_Cost,0,0
prop,25,D,Entity_PropertyID,1304,1304
prop,25,E,Entity_PropExtraRateId,0,0
prop,25,F,Proto_Curve,0,0
prop,25,G,Proto_Lv,0,0
prop,25,H,Proto_LifeMax,866,866
prop,25,I,Proto_Atk,33,33
prop,25,J,Proto_Def,103,103
prop,25,K,Proto_DamageResistancePhys,0,0
prop,25,L,Proto_DamageResistanceElement1,0,0
prop,25,M,Proto_DamageResistanceElement2,0,0
prop,25,N,Proto_DamageResistanceElement3,0,0
prop,25,O,Proto_DamageResistanceElement4,0,0
prop,25,P,Proto_DamageResistanceElement5,0,0
prop,25,Q,Proto_DamageResistanceElement6,0,0
prop,25,R,Proto_HardnessMax,0,0
prop,25,S,Proto_HardnessRecover,0,0
prop,25,T,Proto_RageMax,0,0
prop,25,U,Proto_RageRecover,0,0
prop,25,V,Proto_RageReduce,0,0
prop,25,W,Proto_ToughMax,10000,10000
prop,25,X,Proto_ToughRecover,1000,1000
prop,25,Y,Proto_ToughReduce,10000,10000
prop,25,Z,Proto_ElementPropertyType,5,5
prop,25,AA,Proto_WeakTime,100,100
prop,25,AB,Proto_ToughRecoverDelayTime,0,0
prop,25,AC,Proto_ParalysisTimeMax,0,0
prop,25,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,25,AE,Proto_WeaknessTotalBonus,0,0
prop,25,AF,Entity_HardnessMode,1,1
prop,25,AG,Entity_RageMode,2,2
prop,25,AH,Entity_WorldLevelBonusId,201001,201001
prop,25,AI,Entity_BonusLevel,8,8
prop,25,AJ,Entity_InstType,2,2
prop,25,AK,Entity_InstLevel,100,100
prop,25,AL,NewTower_DamageRate,0,0
prop,26,A,Proto_Id,相里要,相里要
prop,26,B,Proto_Type,角色,角色
prop,26,C,Proto_Cost,0,0
prop,26,D,Entity_PropertyID,1305,1305
prop,26,E,Entity_PropExtraRateId,0,0
prop,26,F,Proto_Curve,0,0
prop,26,G,Proto_Lv,0,0
prop,26,H,Proto_LifeMax,850,850
prop,26,I,Proto_Atk,34,34
prop,26,J,Proto_Def,100,100
prop,26,K,Proto_DamageResistancePhys,0,0
prop,26,L,Proto_DamageResistanceElement1,0,0
prop,26,M,Proto_DamageResistanceElement2,0,0
prop,26,N,Proto_DamageResistanceElement3,0,0
prop,26,O,Proto_DamageResistanceElement4,0,0
prop,26,P,Proto_DamageResistanceElement5,0,0
prop,26,Q,Proto_DamageResistanceElement6,0,0
prop,26,R,Proto_HardnessMax,0,0
prop,26,S,Proto_HardnessRecover,0,0
prop,26,T,Proto_RageMax,0,0
prop,26,U,Proto_RageRecover,0,0
prop,26,V,Proto_RageReduce,0,0
prop,26,W,Proto_ToughMax,10000,10000
prop,26,X,Proto_ToughRecover,1000,1000
prop,26,Y,Proto_ToughReduce,10000,10000
prop,26,Z,Proto_ElementPropertyType,3,3
prop,26,AA,Proto_WeakTime,100,100
prop,26,AB,Proto_ToughRecoverDelayTime,0,0
prop,26,AC,Proto_ParalysisTimeMax,0,0
prop,26,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,26,AE,Proto_WeaknessTotalBonus,0,0
prop,26,AF,Entity_HardnessMode,1,1
prop,26,AG,Entity_RageMode,2,2
prop,26,AH,Entity_WorldLevelBonusId,201001,201001
prop,26,AI,Entity_BonusLevel,8,8
prop,26,AJ,Entity_InstType,2,2
prop,26,AK,Entity_InstLevel,100,100
prop,26,AL,NewTower_DamageRate,0,0
prop,27,A,Proto_Id,奥古斯塔,奥古斯塔
prop,27,B,Proto_Type,角色,角色
prop,27,C,Proto_Cost,0,0
prop,27,D,Entity_PropertyID,1306,1306
prop,27,E,Entity_PropExtraRateId,0,0
prop,27,F,Proto_Curve,0,0
prop,27,G,Proto_Lv,0,0
prop,27,H,Proto_LifeMax,824,824
prop,27,I,Proto_Atk,37,37
prop,27,J,Proto_Def,91,91
prop,27,K,Proto_DamageResistancePhys,0,0
prop,27,L,Proto_DamageResistanceElement1,0,0
prop,27,M,Proto_DamageResistanceElement2,0,0
prop,27,N,Proto_DamageResistanceElement3,0,0
prop,27,O,Proto_DamageResistanceElement4,0,0
prop,27,P,Proto_DamageResistanceElement5,0,0
prop,27,Q,Proto_DamageResistanceElement6,0,0
prop,27,R,Proto_HardnessMax,0,0
prop,27,S,Proto_HardnessRecover,0,0
prop,27,T,Proto_RageMax,0,0
prop,27,U,Proto_RageRecover,0,0
prop,27,V,Proto_RageReduce,0,0
prop,27,W,Proto_ToughMax,10000,10000
prop,27,X,Proto_ToughRecover,1000,1000
prop,27,Y,Proto_ToughReduce,10000,10000
prop,27,Z,Proto_ElementPropertyType,3,3
prop,27,AA,Proto_WeakTime,100,100
prop,27,AB,Proto_ToughRecoverDelayTime,0,0
prop,27,AC,Proto_ParalysisTimeMax,0,0
prop,27,AD,Proto_WeaknessBuildUpMax,10000,10000
prop,27,AE,Proto_WeaknessTotalBonus,0,0
prop,27,AF,Entity_HardnessMode,1,1
prop,27,AG,Entity_RageMode,2,2
prop,27,AH,Entity_WorldLevelBonusId,201001,201001
prop,27,AI,Entity_BonusLevel,8,8
prop,27,AJ,Entity_InstType,2,2
prop,27,AK,Entity_InstLevel,100,100
prop,27,AL,NewTower_DamageRate,0,0
prop,28,A,Proto_Id,卜灵,卜灵
prop,28,B,Proto_Type,角色,角色
prop,28,C,Proto_Cost,0,0
prop,28,D,Entity_PropertyID,1307,1307
prop,28,E,Entity_PropExtraRateId,0,0
prop,28,F,Proto_Curve,0,0
prop,28,G,Proto_Lv,0,0
prop,28,H,Proto_LifeMax,850,850
prop,28,I,Proto_Atk,18,18
prop,28,J,Proto_Def,103,103
prop,28,K,Proto_DamageResistancePhys,0,0
